xr,yr,score,Living,Kitchen,Bathroom,Bedroom
8.500000000000007,7.249999999999998,133.91577536839822,27.065637353537284,10.310981974004836,28.629398398977592,38.17769620320736
8.500000000000007,7.149999999999999,135.5579769950115,27.469622420011625,6.280400934190351,24.150779306344855,39.43848491359346
8.500000000000007,7.349999999999998,100.31111291902795,25.746319066921227,9.749083033680746,27.69914872571386,34.58278445494857
8.500000000000007,7.399999999999998,72.81084533965462,24.73082242057689,7.239065381479012,25.035374665562756,30.983532256109836
8.500000000000007,7.299999999999998,121.31384705978097,26.521616965460634,10.656589952641756,28.79119840014315,36.80228631146428
8.550000000000008,6.7,59.044246892726996,17.041292070870202,4.7614485685106995,11.330009487288883,33.35193788721459
8.550000000000008,6.75,75.64736149143233,18.398345681153682,7.2662306418694484,19.443522182404653,34.90828607660954
8.550000000000008,7.249999999999998,141.9636808930418,26.96385654869853,9.441560425114194,28.11920808397419,39.20352353275844
8.550000000000008,7.399999999999998,79.38540009961214,24.356112966162478,7.1650776222365655,24.620345749379027,32.78359869337747
8.550000000000008,7.299999999999998,130.24084629808482,26.32441508838282,10.122860157060554,28.37975116232693,38.07049740267448
8.550000000000008,7.349999999999998,108.9126946897643,25.457714943153107,9.432099034262599,27.331599321063408,36.11642236739453
8.600000000000009,7.349999999999998,110.06477541577821,23.816926209386416,9.124385557261808,26.77277913094848,36.886834606039535
8.600000000000009,7.399999999999998,79.9075578131484,22.537922428629788,6.846978451292141,24.047230152147844,33.69314172194683
8.65000000000001,7.399999999999998,74.93796036559586,18.648581369391756,6.30535087554021,23.367369651107317,33.905528833586885
